count,word,incident,request
1274,предоставлять,2,1272
205,поток,5,200
1,отработать,0,1
165,штатно,8,157
145,сертификат-файл,0,145
443,право,1,442
249,проинформировать,0,249
70,внесенный,0,70
111,сопровождение,1,110
106,электронный,0,106
230,почта,1,229
128,система7,0,128
27,n,0,27
23,известный,0,23
498,согласно,0,498
26,задание,0,26
6,регламент,0,6
7,взаимодействие,0,7
19,письмо,4,15
7,см,0,7
15,вложение,0,15
188,группа,1,187
35,безопасность,2,33
199,создание,1,198
866,изменение,3,863
19,удаление,2,17
18,состав,0,18
6,относить,0,6
7,региональный,0,7
12,ит-система,0,12
193,также,2,191
20,связанный,8,12
19,предоставление,0,19
7,файловый,0,7
59,ресурс,0,59
15,печать,2,13
8,находиться,1,7
23,администратор,2,21
9,информационный,0,9
6,ит-специалист,0,6
6,территориальный,0,6
6,учреждение,0,6
6,отвечать,0,6
64,данные,2,62
8,случай,0,8
15,специалист,0,15
6,отс,0,6
15,отсутствовать,3,12
369,необходимый,0,369
589,необходимо,8,581
6,инициировать,0,6
21,делегирование,0,21
13,правый,0,13
2,подготавливать,0,2
19,получение,0,19
1,ключевой,0,1
157,информация,3,154
6,прочистка,0,6
1,раковина,0,1
101,система500,5,96
40,включение,0,40
95,рк,0,95
119,удаленный,1,118
8,груз,0,8
8,переместить,0,8
351,текущий,1,350
176,релиз,0,176
367,система18,4,363
174,реализовать,0,174
177,функция,0,177
733,новый,2,731
893,редакция,0,893
1649,договор,1,1648
540,дс,0,540
179,дальнейший,1,178
784,внесение,1,783
496,исправление,1,495
191,режим,4,187
264,сведение,0,264
367,версия,2,365
209,ваш,0,209
498,создавать,39,459
323,статус,8,315
320,проект,0,320
187,который,2,185
245,возможно,0,245
581,вносить,0,581
299,вход,1,298
188,редактирование,0,188
400,осуществляться,0,400
364,нажатие,0,364
182,значок,0,182
255,карандаш,0,255
437,далее,0,437
191,заполнять,1,190
192,поле,1,191
184,основание,1,183
187,указывать,2,185
182,затем,0,182
186,требовать,0,186
185,переход,1,184
184,пункт,0,184
190,аналогичный,0,190
183,первичный,0,183
269,регистрация,1,268
182,посредством,0,182
264,кнопка,7,257
182,заполнение,0,182
328,отправка,3,325
532,сервис22,7,525
195,реестровый,0,195
231,номер,0,231
182,измениться,0,182
35,еск,0,35
36,исключать,0,36
100,домен,0,100
49,проверка,19,30
54,телефон,4,50
1,орда,0,1
46,курс,0,46
1,случайно,0,1
34,завершать,3,31
19,назначать,1,18
7,повторно,0,7
6,прохождение,0,6
95,успешный,1,94
2,выбор,0,2
1,выпадать,0,1
6,список,1,5
307,файл,3,304
1,excel,0,1
23,входить,0,23
85,нажимать,0,85
29,«,0,29
29,»,0,29
14,находить,0,14
79,вкладка,0,79
80,строка,0,80
79,редактировать,0,79
6,обязательный,0,6
6,помечать,0,6
6,красный,0,6
6,звездочка,0,6
6,регистрировать,0,6
1,жидкость,0,1
1,заливать,0,1
353,личность,1,352
360,другой,3,357
661,учетный,3,658
737,запись,3,734
129,повторный,5,124
107,проходить,2,105
125,вызывать,5,120
105,причина-на,0,105
105,определять,0,105
105,заявитело,0,105
33,полностью,0,33
34,подробность,0,34
17,выходить,1,16
11,выполнить,0,11
91,настройка,13,78
1,вынести,0,1
15,ярлык,1,14
20,рабочий,0,20
3,стол,0,3
132,успешно,15,117
234,устанавливать,5,229
4,сеть,0,4
172,настраивать,5,167
5,office,0,5
6,самостоятельно,0,6
40,формирование,4,36
17,уплотнение,0,17
17,денежный,0,17
17,обрезь,0,17
17,специализированный,0,17
21,контейнер,3,18
41,перезапуск,19,22
26,сессия,6,20
6,очистка,2,4
99,изменять,1,98
38,отключать,0,38
30,временный,2,28
16,приложение,9,7
56,восстанавливать,30,26
5,расчет,0,5
32,возвращать,2,30
61,сервис7,1,60
142,оп,1,141
34,примечание,0,34
32,копия,0,32
32,nnn,0,32
72,стр,0,72
32,автор,0,32
1,черпак,0,1
5,отзывать,1,4
1,возобновленный,0,1
7,терминальный,2,5
1,e-mail,0,1
81,возможность,0,81
222,работать,4,218
75,заходить,0,75
74,тип,0,74
73,иконка,0,73
77,вид,0,77
139,корректировка,0,139
71,два,0,71
69,способ,0,69
69,вручную,0,69
66,выгружать,2,64
130,удалять,0,130
130,связь,0,130
61,guid,0,61
63,выгрузка,0,63
64,появиться,1,63
61,экземпляр,0,61
62,вы,0,62
62,мочь,0,62
187,сотрудник,1,186
172,роль,0,172
63,контролер,0,63
122,пвд,0,122
62,регистратор,0,62
62,вероятный,1,61
68,это,0,68
61,бухгалтерия,0,61
63,либо,0,63
61,сопровождать,0,61
61,местный,0,61
61,уровень,0,61
148,атрибут,1,147
97,штатный,15,82
1,телефону…,0,1
89,замена,16,73
22,замок,0,22
17,временной,4,13
15,нагрузка,1,14
6,очередь,2,4
14,сообщение,6,8
39,событие,11,28
50,закрывать,10,40
39,автоматически,6,33
1,газ,0,1
1,лифт,0,1
6,процессор,3,3
2,24й,0,2
2,32й,0,2
1,перераспределение,0,1
2,последующий,0,2
46,перезагрузка,18,28
143,решать,12,131
1,выключение,0,1
1,механизм,0,1
1,защита,0,1
1,графика,0,1
2,abort,0,2
22,выполняться,12,10
39,рамка,6,33
49,порт,2,47
5,забыть,0,5
14,передавать,0,14
10,пользоватеть,0,10
120,самовосстановление,82,38
126,установка,8,118
16,пс,0,16
23,тс,1,22
13,брошюра,0,13
3,разъем,1,2
8,телефонный,3,5
5,шнур,2,3
6,поступить,0,6
14,жалюзь,0,14
33,др,0,33
81,загрузка,17,64
443,загружать,3,440
120,включать,0,120
1,заказ,0,1
2,деталь,0,2
47,исправлять,0,47
7,сканирование,6,1
11,дозатор,0,11
3,заправлять,0,3
30,система11,20,10
11,получать,2,9
5,подтверждение,1,4
41,проблема,19,22
1,согласие,0,1
32,закрытие,4,28
17,выполнение,1,16
39,подключение,2,37
6,адрес,0,6
3,отдел,0,3
1,информатизация,0,1
93,направлять,4,89
33,согласовывать,6,27
167,система22,2,165
7,закреплять,0,7
2,стена,0,2
3,индикатор,0,3
3,показывать,0,3
6,верно,0,6
3,респондент,0,3
3,ответить,0,3
2,заказчик,0,2
6,отображаться,0,6
3,зеленый,0,3
3,цвет,0,3
3,означать,0,3
3,просматривать,0,3
7,ответ,0,7
6,иметься,0,6
3,достаточный,0,3
8,количество,0,8
8,попытка,0,8
4,сдавать,0,4
13,тестирование,4,9
23,момент,8,15
3,набирать,0,3
4,балл,0,4
1,сегодняшний,0,1
1,затирание,0,1
15,средство,2,13
11,sns,0,11
19,перемещать,0,19
13,руководитель,1,12
1,эксперт,1,0
50,устройство,2,48
6,заводить,1,5
13,ложный,0,13
14,срабатывание,0,14
86,база,9,77
7,технический,0,7
3,акт,0,3
3,освидетельствование,0,3
3,составлять,0,3
9,закупка,0,9
32,примениться,0,32
74,течение,0,74
34,2-й,0,34
38,час,1,37
9,соотво,0,9
6,емкость,0,6
10,заменить,1,9
30,арм,4,26
12,подключать,1,11
40,проводить,3,37
2,привязка,1,1
1,пз,0,1
2,драйвер,0,2
2,rutoken,0,2
2,cкрипт,0,2
9,время,1,8
47,правило,0,47
8,исполнение,2,6
2,место,0,2
3,хранение,0,3
76,доводить,0,76
38,заявитель,0,38
3,проверить,0,3
1,отлично,0,1
1,огромный,0,1
2,спасибо,0,2
10,почтовый,0,10
1,пустой,0,1
6,мониторинг,1,5
34,учётн,0,34
140,ошибка,7,133
10,замедление,4,6
8,система57,2,6
6,зафиксировать,2,4
48,действие,1,47
75,требоваться,1,74
66,указанный,5,61
34,аиб,1,33
42,прикладной,4,38
33,проконсультировать,2,31
16,профиль,1,15
1,система124,0,1
8,система13,1,7
3,унэп,0,3
15,ответственный,0,15
24,отремонтировать,0,24
89,производить,11,78
1,пэп,0,1
11,отправлять,2,9
1,рс,0,1
12,подтвердить,3,9
77,инцидент,71,6
1,браковать,0,1
165,клиент,0,165
3,просить,0,3
2,вестись,1,1
3,анализ,0,3
19,оса,6,13
3,ноутбук,3,0
2,жесткий,1,1
4,диск,1,3
21,оборудование,2,19
1,настроно,0,1
1,установитьприкладноепо,0,1
2,период,0,2
19,скорректировать,4,15
1,реконфигурирование,0,1
3,кластер,1,2
15,бд,3,12
24,некорректный,15,9
10,автосогласование,10,0
34,согласование,16,18
4,согласовать,2,2
3,уведомление,1,2
16,дверь,0,16
8,шкаф,0,8
27,работоспособность,16,11
1,профилактический,0,1
1,манипулятор,0,1
2,мышь,0,2
1,шум,0,1
29,устранять,4,25
1,гребенка,0,1
8,окно,2,6
1,створка,0,1
1,проклеить,0,1
1,демонтаж,0,1
3,сзь,1,2
3,нсд,1,2
30,офисный,5,25
2,применение,0,2
1,текстовой,0,1
1,формул,0,1
1,приведение,0,1
1,единообразие,0,1
5,инф,0,5
3,перерасчет,0,3
5,сметодержать,0,5
13,департамент,3,10
24,скрипт,2,22
6,запрещать,0,6
14,иметь,0,14
6,резолюция,0,6
7,адресат,0,7
3,комма,0,3
2,корректировать,2,0
15,обстоятельство,0,15
16,выявлять,0,16
3,ошибочный,1,2
2,оно,0,2
1,прижимный,0,1
5,ролик,2,3
1,шипка,0,1
1,пин-код,0,1
2,сбрасывать,0,2
60,персонал,0,60
42,,0,42
3,актуализация,0,3
2,оповещать,1,1
57,проинф,0,57
52,документ,7,45
1,вибрация,0,1
1,корпус,0,1
1,светильник,0,1
2,втс,0,2
1,dfsdfsdf,0,1
5,сменять,0,5
3,сценарий,2,1
12,восстановление,8,4
1,болт,0,1
2,крепление,1,1
1,унитаз,0,1
1,пол,0,1
40,финальный,0,40
46,отчет,1,45
3,отменный,1,2
4,выбирать,2,2
1,неверный,0,1
6,шаблон,3,3
1,отмен,0,1
5,архивный,1,4
86,эксплуатация,0,86
1,уведомленный,0,1
3,корректно,0,3
13,рекомендация,3,10
22,переустановка,8,14
2,расхождение,1,1
1,кредитовый,0,1
2,оборот,0,2
1,фактический,0,1
3,подтверждать,1,2
1,методолог,0,1
12,запрашивать,0,12
2,разъяснение,0,2
1,алгоритм,0,1
2,доработка,0,2
3,профилактика,0,3
1,дверной,0,1
1,фурнитура,0,1
4,замечание,0,4
30,обновление,4,26
1,тумбочка,0,1
1,патч-корд,0,1
1,личной,0,1
4,кабинет,0,4
1,переходить,0,1
4,раздел,1,3
1,мой,0,1
7,регулировка,0,7
4,доводчик,0,4
3,металлический,0,3
1,ведущий,0,1
2,внутренний,0,2
1,двор,0,1
4,ранее,0,4
13,открытый,1,12
1,серверный,1,0
3,дог,0,3
17,windows,2,15
1,электроосвещение,0,1
5,необходимость,0,5
3,направление,0,3
1,свмый,0,1
3,веселый,0,3
59,сетевой,2,57
52,код,4,48
45,активация,0,45
76,направленный,1,75
10,идентификатор,0,10
1,присваивать,0,1
15,копировально-множительный,0,15
20,пк,3,17
3,pdf,2,1
49,пэвма,4,45
2,касперский,1,1
78,лвс,0,78
20,ввода-вывод,1,19
13,мф,5,8
9,рекомендовать,1,8
4,использование,0,4
23,браузер,9,14
14,chrome,0,14
2,edge,1,1
1,запросасервис11,0,1
1,коллективный,0,1
4,разработчик,2,2
1,оптимизация,0,1
3,web,2,1
2,наблюдаться,0,2
5,сообщать,0,5
2,проводиться,1,1
5,блокирование,0,5
2,захватывать,2,0
1,веб-сервер,1,0
1,лк,1,0
4,конфигурация,1,3
1,комплект,0,1
1,доверенность,0,1
1,означенный,0,1
5,часть,4,1
8,запуск,3,5
1,иод,0,1
44,расписание,1,43
1,выполено,0,1
9,клавиатура,5,4
69,переносить,0,69
1,структура,0,1
1,субд,0,1
1,переключение,0,1
77,фг,3,74
5,оформлять,0,5
14,инструкция,1,13
3,поддержка,0,3
6,логический,0,6
3,исправно,0,3
1,электропитание,0,1
1,дистанционный,0,1
1,доменный,0,1
6,политика,2,4
30,ip,0,30
1,переговорный,0,1
1,комната,0,1
2,смаршрутизировать,0,2
17,major,0,17
26,зависнуть,24,2
4,зависокий,3,1
4,порядок,1,3
1,статический,0,1
4,лист,1,3
2,рассылка,0,2
1,заявкусервис11,0,1
1,система24,1,0
1,обрабатываться,1,0
1,задержка,1,0
1,поступление,1,0
1,состоять,1,0
2,один,1,1
14,т,2,12
1,й,1,0
1,факт,1,0
2,общий,1,1
3,размер,3,0
1,неполный,1,0
1,~800,1,0
2,мб,2,0
1,обработчик,1,0
1,скорость,1,0
20,обработка,3,17
4,выделять,0,4
2,пвма,1,1
4,интернет,0,4
1,веб-камера,0,1
3,превышение,2,1
4,параметр,2,2
1,груп,0,1
7,чистка,1,6
6,подача,1,5
5,бумага,4,1
4,ms,2,2
15,свт,2,13
5,суз,0,5
42,функционирование,0,42
1,выполять,0,1
1,предоставленыв,0,1
5,задача,4,1
2,еженедельный,2,0
2,dr,2,0
111,эть,0,111
5,плановый,5,0
6,антивирус,6,0
6,система52,1,5
1,план,1,0
1,повреждение,1,0
1,индекс,1,0
1,вероятно,0,1
1,производиться,0,1
19,внешний,0,19
4,резервный,2,2
1,подлежать,1,0
3,перевод,3,0
3,система435,0,3
1,отменен-,1,0
3,являться,1,2
1,комплексный,1,0
1,тренировка,1,0
1,востановление,1,0
2,действительный,1,1
1,заинтересованный,0,1
11,служба,0,11
2,ко,0,2
9,гипервизор,9,0
14,перезагружать,10,4
1,сегодня,0,1
4,должный,0,4
1,считать,0,1
1,координатор,1,0
2,рестарт,0,2
2,ла,0,2
4,другово,0,4
7,визирование,1,6
1,хост-сервер,0,1
1,проверенный,0,1
16,функционировать,4,12
2,предоставлн,0,2
38,имый,0,38
2,планирование,0,2
1,выносить,0,1
4,размещать,0,4
1,батарейка,0,1
4,выдавать,1,3
12,дата,0,12
11,окончание,0,11
4,срок,0,4
1,отредактировать,0,1
1,елка,0,1
2,установить,0,2
3,множественный,0,3
9,значение,0,9
1,пост,0,1
1,реконфигурация,0,1
5,разовый,3,2
1,ручка,0,1
2,петля,0,2
3,монтаж,0,3
2,зеркало,0,2
1,winrar,0,1
7,подразделение,1,6
3,бр,1,2
1,газовый,0,1
1,патрон,0,1
1,windows10,0,1
1,переиещать,0,1
12,неисправность,3,9
4,2й,0,4
1,протяжка,0,1
1,винт,0,1
1,кронштейн,0,1
3,лог,1,2
19,всервис11,0,19
5,аппарат,5,0
4,экран,1,3
1,работоспособный,1,0
1,выполненно,0,1
5,google,0,5
1,гибкий,0,1
1,подводка,0,1
8,полный,2,6
2,дублировать,1,1
3,актуализировать,0,3
1,кпь,0,1
1,кулер,0,1
1,урегулировать,1,0
5,1с,0,5
18,синхронизироваться,0,18
34,сутки,0,34
1,газлифт,0,1
1,inactive,0,1
1,ad,0,1
5,cобытие,0,5
7,закрытый,0,7
1,запрет,0,1
2,перо,2,0
5,запускать,4,1
17,процесс,15,2
2,папка,0,2
2,жидкий,0,2
1,мыть,0,1
3,женский,0,3
2,туалет,0,2
2,этаж,0,2
1,фотобарабан,1,0
18,синхронизация,2,16
4,произойти,2,2
1,брошюровка,0,1
1,передача,0,1
3,подрядный,0,3
4,организация,1,3
1,осуществление,0,1
1,гарантийный,0,1
12,перемещение,0,12
12,имущество,0,12
10,отражать,0,10
1,инфракрасный,0,1
3,обогреватель,0,3
1,кассовый,0,1
6,узел,0,6
1,индивидуальный,0,1
1,касса,0,1
12,принтер,1,11
1,лента,0,1
2,перенос,0,2
6,картридж,0,6
6,первое,0,6
23,тот,1,22
5,владелец,0,5
1,невозможность,0,1
1,расходный,0,1
1,материал,0,1
18,сформировывать,10,8
2,кратковременный,0,2
2,цпа,0,2
1,средсво,1,0
48,кпа,0,48
14,сервис,7,7
4,аннулировать,0,4
2,суть,0,2
2,физический,0,2
2,предусматривать,0,2
6,проверять,0,6
2,утверждать,1,1
11,сервис27,3,8
1,мебель,0,1
1,холодильник,0,1
4,гарантированный,0,4
4,уничтожение,0,4
2,инв,0,2
13,аннулирование,0,13
11,кресло,0,11
12,локальный,8,4
4,умолчание,2,2
4,самый,2,2
2,требование,1,1
1,удаленно,0,1
9,актуальный,0,9
1,функционал,0,1
8,все,0,8
1,смд-устройство,0,1
2,отдельный,0,2
1,описание,0,1
3,снимок,0,3
6,возникновение,3,3
3,стул,0,3
1,usb-порт,0,1
1,выключатель,0,1
1,электрический,0,1
11,доступный,3,8
2,неисправный,1,1
1,калорифер,0,1
1,ползователь,0,1
5,ошибочно,2,3
3,смена,0,3
2,адресный,0,2
2,книга,0,2
17,обновиться,0,17
1,24-й,0,1
1,зный,0,1
1,разгрузка,0,1
2,машина,0,2
29,предыдущий,1,28
28,продублировать,0,28
1,вентиляция,0,1
4,отрегулировать,0,4
1,дозваниваться,0,1
2,получиться,0,2
10,учётный,0,10
1,инцидный,1,0
8,назначение,4,4
3,повториться,0,3
1,востанавливать,0,1
3,осуществить,0,3
3,отпуск,0,3
6,централизованный,0,6
4,стандартный,1,3
3,удачный,0,3
6,аутентификация,0,6
14,кроссировка,0,14
14,этажный,0,14
14,кроссе,0,14
1,транспортный,1,0
1,остаться,1,0
1,старый,1,0
1,паспорт,1,0
3,уточнный,0,3
3,представлять,0,3
27,outlook,1,26
15,очередной,0,15
5,бух,0,5
3,фиксироваться,3,0
4,вентилятор,0,4
3,коммутатор,0,3
8,монитор,3,5
2,нецелесообразный,0,2
2,рекомедация,0,2
3,бухгалтер,0,3
2,материальный,0,2
3,учет,0,3
6,разрешать,0,6
9,контроль,0,9
3,платежный,0,3
2,поручение,0,2
2,признак,0,2
3,стать,1,2
5,трубка,4,1
2,полоска,0,2
4,принимать,2,2
2,сверка,2,0
3,разблокировкаno,0,3
4,ключ,2,2
3,смд,2,1
2,ход,0,2
2,обследование,0,2
7,розетка,1,6
2,y,0,2
2,разветвитель,0,2
56,бз,0,56
2,отправить,2,0
2,следствие,2,0
2,сканировать,2,0
2,сменить,2,0
4,очищать,0,4
2,гб,0,2
2,занимать,0,2
3,gb,1,2
2,adobe,0,2
2,flash,0,2
2,player,0,2
5,переводить,1,4
6,входной,0,6
2,каб,0,2
2,файловой,0,2
2,отработка,0,2
5,завершение,3,2
4,аэратор,0,4
2,узз,0,2
3,обращать,0,3
11,внимание,0,11
3,уточнение,0,3
3,отойти,1,2
2,hdmi,0,2
4,кабель,2,2
3,система268,0,3
2,обслуживание,0,2
2,система180,0,2
3,приказ,0,3
8,уточнять,0,8
16,имя,0,16
7,коллега,0,7
7,пропуск,0,7
8,контактный,1,7
11,срочный,8,3
12,патч,8,4
11,чистить,8,3
11,кэш,8,3
2,двойной,0,2
2,-1шт,0,2
2,считывать,0,2
2,модуль,0,2
3,сканер,1,2
19,речь,0,19
12,учитывать,0,12
3,подозрительный,0,3
8,вредоносный,4,4
5,обнаруживать,2,3
2,система76,0,2
5,недоступный,3,2
2,задвоение,0,2
3,пространство,0,3
3,достаточно,0,3
2,платеж,0,2
2,смазывать,0,2
5,журнал,3,2
2,иб,0,2
3,сегмент,0,3
7,дог-,0,7
1,правка,0,1
1,появляться,0,1
1,украшение,0,1
3,повесить,0,3
5,подпись,1,4
1,расторжение,0,1
1,прописать,0,1
1,6й,0,1
1,пятница,0,1
1,учебный,0,1
4,мероприятие,2,2
3,технологический,1,2
1,подключить,1,0
2,usb-накопитель,1,1
10,результат,6,4
1,располагать,1,0
1,беседа,1,0
4,коммуникационный,1,3
1,люминесцентный,0,1
1,лампа,0,1
1,18вт,0,1
1,корректный,0,1
5,агент,0,5
2,переустанавливать,0,2
1,возврат,1,0
1,этап,1,0
5,интерфейс,3,2
1,наштатный,0,1
1,отклонение,0,1
1,изоляция,0,1
1,строительный,0,1
1,конструкция,0,1
1,апд,1,0
1,крайний,1,0
2,положение,2,0
4,каретка,4,0
1,раздаваться,1,0
1,треск,1,0
1,серый,1,0
2,вместо,1,1
1,изображение,1,0
1,трещина,1,0
1,пластмассовый,1,0
2,втулка,2,0
1,движение,1,0
1,заклинивать,1,0
2,указание,1,1
1,выставление,0,1
9,система62,0,9
1,система123,0,1
36,ссылка,0,36
4,технолог,0,4
1,полноценный,0,1
1,предназначать,0,1
2,принятие,1,1
5,запускаться,4,1
3,вкладывать,0,3
2,насистема95,0,2
11,устранение,8,3
1,залипание,0,1
1,клавиша,0,1
2,иас,0,2
1,ндо,0,1
1,правильный,0,1
1,присылать,0,1
2,переписка,0,2
2,написать,0,2
1,переподключение,0,1
2,ящик,0,2
3,эп,0,3
2,запрасывать,0,2
2,квитанция,1,1
2,обрабатывать,1,1
2,конференцзал,0,2
1,процедура,0,1
3,оператор,1,2
1,1-2,0,1
2,предположительно,1,1
1,возникнуть,1,0
3,зависание,2,1
2,подписание,1,1
1,центр,1,0
1,заново,1,0
1,перечень,1,0
1,автосохранение,0,1
1,обращаться,0,1
1,система43,0,1
1,ворота,0,1
1,столовая,0,1
1,местонахождение,1,0
4,архив,2,2
1,станция,0,1
1,пакет,0,1
1,переобрабатывать,0,1
1,всистема50,0,1
1,кс,0,1
8,канальный,0,8
7,система61,0,7
4,вода,0,4
2,предоставить,0,2
1,ххх,0,1
1,линия,0,1
1,скроссировать,0,1
1,вводить,0,1
1,повторение,0,1
2,эс,0,2
1,поставлять,0,1
1,истечение,0,1
1,возобновление,0,1
10,метод,8,2
3,доступность,0,3
1,ухудшение,0,1
7,целостность,0,7
4,основной,0,4
5,компьютер,0,5
1,опрос,0,1
1,централизовать,1,0
7,временно,2,5
1,сторона,1,0
1,провайдер,1,0
1,формление,0,1
7,должность,0,7
1,фото,0,1
1,удаляться,0,1
7,обновлять,0,7
1,попробовать,0,1
1,авторизировать,0,1
1,пользоавтель,0,1
1,ряд,0,1
1,попасть,0,1
2,каталог,0,2
1,доклад,0,1
4,знание,0,4
1,готовый,0,1
3,активировать,1,2
3,автономный,0,3
1,восстановиться,0,1
1,ссервис11,0,1
1,неустойка,0,1
1,претензионный,0,1
2,матрица,0,2
1,нужный,0,1
2,форма,0,2
2,сеанс,1,1
2,нормализация,1,1
1,испральный,0,1
3,считыватель,0,3
1,проиндексировать,0,1
1,снятие,0,1
13,ввиду,0,13
2,компонент,0,2
9,сторожок,0,9
1,пока,0,1
2,выполниться,1,1
2,контура,0,2
1,близкий,0,1
1,терминал,0,1
1,пэвм-кий,0,1
3,нумерация,3,0
1,менеджер,1,0
1,программист,1,0
1,совместно,1,0
2,групповой,0,2
1,система230,0,1
1,тонкий,0,1
1,биос,0,1
5,объем,0,5
1,слишком,0,1
3,ограниченный,0,3
2,санузел,0,2
4,здание,0,4
1,тонер,0,1
1,удалить,0,1
2,создать,0,2
1,автомат,0,1
1,подгрузиться,0,1
1,дело,0,1
4,сертификат,0,4
2,сзотввк,2,0
1,№n,0,1
2,архивация,1,1
1,промышленный,0,1
1,выключать,0,1
1,нагрузочный,0,1
2,cpu,2,0
7,антивирусный,7,0
1,sql,1,0
1,идти,0,1
2,высокий,1,1
1,hdd,1,0
1,относиться,0,1
2,ас,0,2
2,управлять,0,2
1,система368,0,1
1,включая,0,1
1,недостаточно,0,1
1,подотчетный,0,1
4,сумма,0,4
1,балансировка,0,1
2,отопление,0,2
2,предполагаемый,2,0
1,аккумулятор,1,0
2,работник,0,2
2,бухгалтерский,0,2
1,наст,0,1
2,появление,0,2
2,памятка,0,2
1,отделение,0,1
3,отзыв,0,3
4,следующий,0,4
1,система246,0,1
1,элемент,1,0
14,забывать,0,14
1,узнавать,0,1
2,состояние,1,1
1,дорабатывать,0,1
1,списывать,0,1
1,вступить,0,1
1,сила,0,1
1,приблизительно,0,1
1,отредпактировать,0,1
1,допускаться,0,1
1,различий,0,1
1,электоронный,0,1
1,мгновенный,0,1
2,контрольный,0,2
1,w01,0,1
1,настоящий,1,0
1,пик,1,0
5,пя,0,5
3,исключение,0,3
1,карта,0,1
2,память,1,1
1,abbyy,0,1
1,finereader,0,1
1,изъятие,0,1
1,понимать,0,1
1,приходиться,0,1
1,тратить,0,1
1,чтение,0,1
1,подписывать,0,1
1,чайник,0,1
2,фотосъемка,0,2
1,падение,1,0
4,вма,3,1
1,завершиться,0,1
1,бд№1система50,0,1
2,запустить,1,1
4,программа,1,3
1,найти,0,1
1,диагностика,0,1
15,конфигурационный,0,15
1,решиться,1,0
5,потребоваться,0,5
3,продолжать,0,3
5,использовать,1,4
1,лицензия,1,0
2,копирование,1,1
1,кадровый,0,1
1,бирка,0,1
1,развешивать,0,1
1,запорный,0,1
1,арматура,0,1
4,мышка,2,2
1,формулировка,1,0
1,система86,1,0
2,сохранять,0,2
1,периодически,1,0
3,нижний,3,0
3,лоток,3,0
1,слистыватель,1,0
1,тормозной,1,0
1,площадка,1,0
1,захват,1,0
1,соответсвие,0,1
2,вывод,0,2
1,недействительный,1,0
1,отключаться,0,1
2,хой,0,2
2,провести,0,2
1,d-link,0,1
2,консоль,1,1
1,нормализоваться,1,0
1,закрыться,1,0
1,решаться,0,1
1,хэш,0,1
1,выполно,0,1
1,выолнять,0,1
1,выяснять,0,1
1,стенд,0,1
2,построиться,2,0
3,схема,3,0
1,лицо,1,0
8,мень,0,8
9,карточка,0,9
11,быть,0,11
2,client,0,2
3,вкс,0,3
4,обеспечивать,0,4
1,автоматический,1,0
2,пролонгировать,0,2
1,смеситель,0,1
1,уйти,0,1
